"","activity","gender","year","age_group","amount"
"1817","residential team","Male",2004,"85+",0
"1818","residential team","Male",2004,"85+",0
"1819","residential team","Female",2004,"0–",0
"1820","residential team","Female",2004,"10–",0
"1821","residential team","Female",2004,"15–",0
"1822","residential team","Female",2004,"20–",1
"1823","residential team","Female",2004,"25–",3
"1824","residential team","Female",2004,"30–",6
"1825","residential team","Female",2004,"35–",2
"1826","residential team","Female",2004,"40–",8
"1827","residential team","Female",2004,"40–",10
"1828","residential team","Female",2004,"50–",15
"1829","residential team","Female",2004,"60–",10
"1830","residential team","Female",2004,"60–",14
"1831","residential team","Female",2004,"65–",9
"1832","residential team","Female",2004,"70–",9
"1833","residential team","Female",2004,"75–",3
"1834","residential team","Female",2004,"80–",0
"1835","residential team","Female",2004,"85+",0
"1836","residential team","Female",2004,"85+",1
"1837","community skills enhancement team","Male",2004,"0–",0
"1838","community skills enhancement team","Male",2004,"10–",0
"1839","community skills enhancement team","Male",2004,"15–",0
"1840","community skills enhancement team","Male",2004,"20–",21
"1841","community skills enhancement team","Male",2004,"25–",71
"1842","community skills enhancement team","Male",2004,"30–",72
"1843","community skills enhancement team","Male",2004,"35–",96
"1844","community skills enhancement team","Male",2004,"40–",94
"1845","community skills enhancement team","Male",2004,"40–",80
"1846","community skills enhancement team","Male",2004,"50–",77
"1847","community skills enhancement team","Male",2004,"60–",59
"1848","community skills enhancement team","Male",2004,"60–",35
"1849","community skills enhancement team","Male",2004,"65–",20
"1850","community skills enhancement team","Male",2004,"70–",10
"1851","community skills enhancement team","Male",2004,"75–",9
"1852","community skills enhancement team","Male",2004,"80–",3
"1853","community skills enhancement team","Male",2004,"85+",0
"1854","community skills enhancement team","Male",2004,"85+",0
"1855","community skills enhancement team","Female",2004,"0–",0
"1856","community skills enhancement team","Female",2004,"10–",0
"1857","community skills enhancement team","Female",2004,"15–",0
"1858","community skills enhancement team","Female",2004,"20–",8
"1859","community skills enhancement team","Female",2004,"25–",30
"1860","community skills enhancement team","Female",2004,"30–",47
"1861","community skills enhancement team","Female",2004,"35–",62
"1862","community skills enhancement team","Female",2004,"40–",82
"1863","community skills enhancement team","Female",2004,"40–",82
"1864","community skills enhancement team","Female",2004,"50–",77
"1865","community skills enhancement team","Female",2004,"60–",60
"1866","community skills enhancement team","Female",2004,"60–",46
"1867","community skills enhancement team","Female",2004,"65–",30
"1868","community skills enhancement team","Female",2004,"70–",18
"1869","community skills enhancement team","Female",2004,"75–",9
"1870","community skills enhancement team","Female",2004,"80–",5
"1871","community skills enhancement team","Female",2004,"85+",7
"1872","community skills enhancement team","Female",2004,"85+",1
"1873","alcohol and drug kaupapa māori team","Male",2004,"0–",0
"1874","alcohol and drug kaupapa māori team","Male",2004,"10–",0
"1875","alcohol and drug kaupapa māori team","Male",2004,"15–",32
"1876","alcohol and drug kaupapa māori team","Male",2004,"20–",137
"1877","alcohol and drug kaupapa māori team","Male",2004,"25–",121
"1878","alcohol and drug kaupapa māori team","Male",2004,"30–",129
"1879","alcohol and drug kaupapa māori team","Male",2004,"35–",123
"1880","alcohol and drug kaupapa māori team","Male",2004,"40–",129
"1881","alcohol and drug kaupapa māori team","Male",2004,"40–",86
"1882","alcohol and drug kaupapa māori team","Male",2004,"50–",36
"1883","alcohol and drug kaupapa māori team","Male",2004,"60–",24
"1884","alcohol and drug kaupapa māori team","Male",2004,"60–",7
"1885","alcohol and drug kaupapa māori team","Male",2004,"65–",3
"1886","alcohol and drug kaupapa māori team","Male",2004,"70–",3
"1887","alcohol and drug kaupapa māori team","Male",2004,"75–",0
"1888","alcohol and drug kaupapa māori team","Male",2004,"80–",0
"1889","alcohol and drug kaupapa māori team","Male",2004,"85+",0
"1890","alcohol and drug kaupapa māori team","Male",2004,"85+",0
"1891","alcohol and drug kaupapa māori team","Female",2004,"0–",0
"1892","alcohol and drug kaupapa māori team","Female",2004,"10–",0
"1893","alcohol and drug kaupapa māori team","Female",2004,"15–",21
"1894","alcohol and drug kaupapa māori team","Female",2004,"20–",75
"1895","alcohol and drug kaupapa māori team","Female",2004,"25–",70
"1896","alcohol and drug kaupapa māori team","Female",2004,"30–",60
"1897","alcohol and drug kaupapa māori team","Female",2004,"35–",85
"1898","alcohol and drug kaupapa māori team","Female",2004,"40–",67
"1899","alcohol and drug kaupapa māori team","Female",2004,"40–",52
"1900","alcohol and drug kaupapa māori team","Female",2004,"50–",25
"1901","alcohol and drug kaupapa māori team","Female",2004,"60–",12
"1902","alcohol and drug kaupapa māori team","Female",2004,"60–",5
"1903","alcohol and drug kaupapa māori team","Female",2004,"65–",2
"1904","alcohol and drug kaupapa māori team","Female",2004,"70–",0
"1905","alcohol and drug kaupapa māori team","Female",2004,"75–",1
"1906","alcohol and drug kaupapa māori team","Female",2004,"80–",0
"1907","alcohol and drug kaupapa māori team","Female",2004,"85+",0
"1908","alcohol and drug kaupapa māori team","Female",2004,"85+",0
"1909","alcohol and drug dual diagnosis team","Male",2004,"0–",0
"1910","alcohol and drug dual diagnosis team","Male",2004,"10–",0
"1911","alcohol and drug dual diagnosis team","Male",2004,"15–",2
"1912","alcohol and drug dual diagnosis team","Male",2004,"20–",18
"1913","alcohol and drug dual diagnosis team","Male",2004,"25–",53
"1914","alcohol and drug dual diagnosis team","Male",2004,"30–",54
"1915","alcohol and drug dual diagnosis team","Male",2004,"35–",56
"1916","alcohol and drug dual diagnosis team","Male",2004,"40–",46
"1917","alcohol and drug dual diagnosis team","Male",2004,"40–",35
"1918","alcohol and drug dual diagnosis team","Male",2004,"50–",36
"1919","alcohol and drug dual diagnosis team","Male",2004,"60–",20
"1920","alcohol and drug dual diagnosis team","Male",2004,"60–",10
"1921","alcohol and drug dual diagnosis team","Male",2004,"65–",4
"1922","alcohol and drug dual diagnosis team","Male",2004,"70–",6
"1923","alcohol and drug dual diagnosis team","Male",2004,"75–",1
"1924","alcohol and drug dual diagnosis team","Male",2004,"80–",1
"1925","alcohol and drug dual diagnosis team","Male",2004,"85+",0
"1926","alcohol and drug dual diagnosis team","Male",2004,"85+",0
"1927","alcohol and drug dual diagnosis team","Female",2004,"0–",0
"1928","alcohol and drug dual diagnosis team","Female",2004,"10–",0
"1929","alcohol and drug dual diagnosis team","Female",2004,"15–",0
"1930","alcohol and drug dual diagnosis team","Female",2004,"20–",14
"1931","alcohol and drug dual diagnosis team","Female",2004,"25–",20
"1932","alcohol and drug dual diagnosis team","Female",2004,"30–",21
"1933","alcohol and drug dual diagnosis team","Female",2004,"35–",33
"1934","alcohol and drug dual diagnosis team","Female",2004,"40–",23
"1935","alcohol and drug dual diagnosis team","Female",2004,"40–",24
"1936","alcohol and drug dual diagnosis team","Female",2004,"50–",16
"1937","alcohol and drug dual diagnosis team","Female",2004,"60–",15
"1938","alcohol and drug dual diagnosis team","Female",2004,"60–",9
"1939","alcohol and drug dual diagnosis team","Female",2004,"65–",5
"1940","alcohol and drug dual diagnosis team","Female",2004,"70–",2
"1941","alcohol and drug dual diagnosis team","Female",2004,"75–",0
"1942","alcohol and drug dual diagnosis team","Female",2004,"80–",1
"1943","alcohol and drug dual diagnosis team","Female",2004,"85+",0
"1944","alcohol and drug dual diagnosis team","Female",2004,"85+",0
"1945","intellectual disability dual diagnosis team","Male",2004,"0–",0
"1946","intellectual disability dual diagnosis team","Male",2004,"10–",0
"1947","intellectual disability dual diagnosis team","Male",2004,"15–",0
"1948","intellectual disability dual diagnosis team","Male",2004,"20–",19
"1949","intellectual disability dual diagnosis team","Male",2004,"25–",50
"1950","intellectual disability dual diagnosis team","Male",2004,"30–",35
"1951","intellectual disability dual diagnosis team","Male",2004,"35–",53
"1952","intellectual disability dual diagnosis team","Male",2004,"40–",48
"1953","intellectual disability dual diagnosis team","Male",2004,"40–",61
"1954","intellectual disability dual diagnosis team","Male",2004,"50–",38
"1955","intellectual disability dual diagnosis team","Male",2004,"60–",35
"1956","intellectual disability dual diagnosis team","Male",2004,"60–",27
"1957","intellectual disability dual diagnosis team","Male",2004,"65–",12
"1958","intellectual disability dual diagnosis team","Male",2004,"70–",2
"1959","intellectual disability dual diagnosis team","Male",2004,"75–",0
"1960","intellectual disability dual diagnosis team","Male",2004,"80–",0
"1961","intellectual disability dual diagnosis team","Male",2004,"85+",0
"1962","intellectual disability dual diagnosis team","Male",2004,"85+",0
"1963","intellectual disability dual diagnosis team","Female",2004,"0–",0
"1964","intellectual disability dual diagnosis team","Female",2004,"10–",0
"1965","intellectual disability dual diagnosis team","Female",2004,"15–",0
"1966","intellectual disability dual diagnosis team","Female",2004,"20–",4
"1967","intellectual disability dual diagnosis team","Female",2004,"25–",21
"1968","intellectual disability dual diagnosis team","Female",2004,"30–",20
"1969","intellectual disability dual diagnosis team","Female",2004,"35–",21
"1970","intellectual disability dual diagnosis team","Female",2004,"40–",39
"1971","intellectual disability dual diagnosis team","Female",2004,"40–",44
"1972","intellectual disability dual diagnosis team","Female",2004,"50–",45
"1973","intellectual disability dual diagnosis team","Female",2004,"60–",22
"1974","intellectual disability dual diagnosis team","Female",2004,"60–",16
"1975","intellectual disability dual diagnosis team","Female",2004,"65–",10
"1976","intellectual disability dual diagnosis team","Female",2004,"70–",7
"1977","intellectual disability dual diagnosis team","Female",2004,"75–",1
"1978","intellectual disability dual diagnosis team","Female",2004,"80–",0
"1979","intellectual disability dual diagnosis team","Female",2004,"85+",0
"1980","intellectual disability dual diagnosis team","Female",2004,"85+",0
"1981","psychogeriatric team","Male",2004,"0–",0
"1982","psychogeriatric team","Male",2004,"10–",0
"1983","psychogeriatric team","Male",2004,"15–",1
"1984","psychogeriatric team","Male",2004,"20–",4
"1985","psychogeriatric team","Male",2004,"25–",8
"1986","psychogeriatric team","Male",2004,"30–",13
"1987","psychogeriatric team","Male",2004,"35–",13
"1988","psychogeriatric team","Male",2004,"40–",8
"1989","psychogeriatric team","Male",2004,"40–",16
"1990","psychogeriatric team","Male",2004,"50–",9
"1991","psychogeriatric team","Male",2004,"60–",22
"1992","psychogeriatric team","Male",2004,"60–",30
"1993","psychogeriatric team","Male",2004,"65–",83
"1994","psychogeriatric team","Male",2004,"70–",226
"1995","psychogeriatric team","Male",2004,"75–",368
"1996","psychogeriatric team","Male",2004,"80–",464
"1997","psychogeriatric team","Male",2004,"85+",432
"1998","psychogeriatric team","Male",2004,"85+",371
"1999","psychogeriatric team","Female",2004,"0–",0
"2000","psychogeriatric team","Female",2004,"10–",1
"2001","psychogeriatric team","Female",2004,"15–",3
"2002","psychogeriatric team","Female",2004,"20–",5
"2003","psychogeriatric team","Female",2004,"25–",3
"2004","psychogeriatric team","Female",2004,"30–",8
"2005","psychogeriatric team","Female",2004,"35–",9
"2006","psychogeriatric team","Female",2004,"40–",5
"2007","psychogeriatric team","Female",2004,"40–",14
"2008","psychogeriatric team","Female",2004,"50–",11
"2009","psychogeriatric team","Female",2004,"60–",21
"2010","psychogeriatric team","Female",2004,"60–",39
"2011","psychogeriatric team","Female",2004,"65–",112
"2012","psychogeriatric team","Female",2004,"70–",385
"2013","psychogeriatric team","Female",2004,"75–",545
"2014","psychogeriatric team","Female",2004,"80–",756
"2015","psychogeriatric team","Female",2004,"85+",827
"2016","psychogeriatric team","Female",2004,"85+",915
"2017","youth specialty team","Male",2004,"0–",0
"2018","youth specialty team","Male",2004,"10–",8
"2019","youth specialty team","Male",2004,"15–",240
"2020","youth specialty team","Male",2004,"20–",842
"2021","youth specialty team","Male",2004,"25–",144
"2022","youth specialty team","Male",2004,"30–",25
"2023","youth specialty team","Male",2004,"35–",4
"2024","youth specialty team","Male",2004,"40–",0
"2025","youth specialty team","Male",2004,"40–",0
"2026","youth specialty team","Male",2004,"50–",0
"2027","youth specialty team","Male",2004,"60–",0
"2028","youth specialty team","Male",2004,"60–",0
"2029","youth specialty team","Male",2004,"65–",0
"2030","youth specialty team","Male",2004,"70–",0
"2031","youth specialty team","Male",2004,"75–",0
"2032","youth specialty team","Male",2004,"80–",0
"2033","youth specialty team","Male",2004,"85+",0
"2034","youth specialty team","Male",2004,"85+",0
"2035","youth specialty team","Female",2004,"0–",0
"2036","youth specialty team","Female",2004,"10–",8
"2037","youth specialty team","Female",2004,"15–",209
"2038","youth specialty team","Female",2004,"20–",989
"2039","youth specialty team","Female",2004,"25–",77
"2040","youth specialty team","Female",2004,"30–",8
"2041","youth specialty team","Female",2004,"35–",2
"2042","youth specialty team","Female",2004,"40–",1
"2043","youth specialty team","Female",2004,"40–",1
"2044","youth specialty team","Female",2004,"50–",0
"2045","youth specialty team","Female",2004,"60–",0
"2046","youth specialty team","Female",2004,"60–",0
"2047","youth specialty team","Female",2004,"65–",1
"2048","youth specialty team","Female",2004,"70–",0
"2049","youth specialty team","Female",2004,"75–",0
"2050","youth specialty team","Female",2004,"80–",0
"2051","youth specialty team","Female",2004,"85+",0
"2052","youth specialty team","Female",2004,"85+",0
"2053","maternal mental health team","Male",2004,"0–",2
"2054","maternal mental health team","Male",2004,"10–",0
"2055","maternal mental health team","Male",2004,"15–",0
"2056","maternal mental health team","Male",2004,"20–",5
"2057","maternal mental health team","Male",2004,"25–",3
"2058","maternal mental health team","Male",2004,"30–",3
"2059","maternal mental health team","Male",2004,"35–",4
"2060","maternal mental health team","Male",2004,"40–",5
"2061","maternal mental health team","Male",2004,"40–",6
"2062","maternal mental health team","Male",2004,"50–",2
"2063","maternal mental health team","Male",2004,"60–",1
"2064","maternal mental health team","Male",2004,"60–",0
"2065","maternal mental health team","Male",2004,"65–",1
"2066","maternal mental health team","Male",2004,"70–",0
"2067","maternal mental health team","Male",2004,"75–",0
"2068","maternal mental health team","Male",2004,"80–",0
"2069","maternal mental health team","Male",2004,"85+",0
"2070","maternal mental health team","Male",2004,"85+",0
"2071","maternal mental health team","Female",2004,"0–",4
"2072","maternal mental health team","Female",2004,"10–",0
"2073","maternal mental health team","Female",2004,"15–",1
"2074","maternal mental health team","Female",2004,"20–",107
"2075","maternal mental health team","Female",2004,"25–",294
"2076","maternal mental health team","Female",2004,"30–",458
"2077","maternal mental health team","Female",2004,"35–",655
"2078","maternal mental health team","Female",2004,"40–",427
"2079","maternal mental health team","Female",2004,"40–",122
"2080","maternal mental health team","Female",2004,"50–",16
"2081","maternal mental health team","Female",2004,"60–",3
"2082","maternal mental health team","Female",2004,"60–",3
"2083","maternal mental health team","Female",2004,"65–",1
"2084","maternal mental health team","Female",2004,"70–",5
"2085","maternal mental health team","Female",2004,"75–",2
"2086","maternal mental health team","Female",2004,"80–",0
"2087","maternal mental health team","Female",2004,"85+",1
"2088","maternal mental health team","Female",2004,"85+",0
"2089","eating disorder team","Male",2004,"0–",0
"2090","eating disorder team","Male",2004,"10–",0
"2091","eating disorder team","Male",2004,"15–",1
"2092","eating disorder team","Male",2004,"20–",2
"2093","eating disorder team","Male",2004,"25–",1
"2094","eating disorder team","Male",2004,"30–",2
"2095","eating disorder team","Male",2004,"35–",0
"2096","eating disorder team","Male",2004,"40–",2
"2097","eating disorder team","Male",2004,"40–",3
"2098","eating disorder team","Male",2004,"50–",1
"2099","eating disorder team","Male",2004,"60–",3
"2100","eating disorder team","Male",2004,"60–",1
"2101","eating disorder team","Male",2004,"65–",0
"2102","eating disorder team","Male",2004,"70–",0
"2103","eating disorder team","Male",2004,"75–",0
"2104","eating disorder team","Male",2004,"80–",0
"2105","eating disorder team","Male",2004,"85+",0
"2106","eating disorder team","Male",2004,"85+",0
"2107","eating disorder team","Female",2004,"0–",1
"2108","eating disorder team","Female",2004,"10–",4
"2109","eating disorder team","Female",2004,"15–",15
"2110","eating disorder team","Female",2004,"20–",94
"2111","eating disorder team","Female",2004,"25–",64
"2112","eating disorder team","Female",2004,"30–",35
"2113","eating disorder team","Female",2004,"35–",30
"2114","eating disorder team","Female",2004,"40–",19
"2115","eating disorder team","Female",2004,"40–",22
"2116","eating disorder team","Female",2004,"50–",14
"2117","eating disorder team","Female",2004,"60–",4
"2118","eating disorder team","Female",2004,"60–",2
"2119","eating disorder team","Female",2004,"65–",1
"2120","eating disorder team","Female",2004,"70–",2
"2121","eating disorder team","Female",2004,"75–",1
"2122","eating disorder team","Female",2004,"80–",0
"2123","eating disorder team","Female",2004,"85+",0
"2124","eating disorder team","Female",2004,"85+",0
"2125","needs assessment and service coordination team","Male",2004,"0–",3
"2126","needs assessment and service coordination team","Male",2004,"10–",56
"2127","needs assessment and service coordination team","Male",2004,"15–",97
"2128","needs assessment and service coordination team","Male",2004,"20–",92
"2129","needs assessment and service coordination team","Male",2004,"25–",167
"2130","needs assessment and service coordination team","Male",2004,"30–",204
"2131","needs assessment and service coordination team","Male",2004,"35–",201
"2132","needs assessment and service coordination team","Male",2004,"40–",194
"2133","needs assessment and service coordination team","Male",2004,"40–",204
"2134","needs assessment and service coordination team","Male",2004,"50–",188
"2135","needs assessment and service coordination team","Male",2004,"60–",110
"2136","needs assessment and service coordination team","Male",2004,"60–",85
"2137","needs assessment and service coordination team","Male",2004,"65–",74
"2138","needs assessment and service coordination team","Male",2004,"70–",24
"2139","needs assessment and service coordination team","Male",2004,"75–",30
"2140","needs assessment and service coordination team","Male",2004,"80–",17
"2141","needs assessment and service coordination team","Male",2004,"85+",7
"2142","needs assessment and service coordination team","Male",2004,"85+",4
"2143","needs assessment and service coordination team","Female",2004,"0–",2
"2144","needs assessment and service coordination team","Female",2004,"10–",16
"2145","needs assessment and service coordination team","Female",2004,"15–",52
"2146","needs assessment and service coordination team","Female",2004,"20–",88
"2147","needs assessment and service coordination team","Female",2004,"25–",112
"2148","needs assessment and service coordination team","Female",2004,"30–",165
"2149","needs assessment and service coordination team","Female",2004,"35–",200
"2150","needs assessment and service coordination team","Female",2004,"40–",235
"2151","needs assessment and service coordination team","Female",2004,"40–",216
"2152","needs assessment and service coordination team","Female",2004,"50–",160
"2153","needs assessment and service coordination team","Female",2004,"60–",126
"2154","needs assessment and service coordination team","Female",2004,"60–",114
"2155","needs assessment and service coordination team","Female",2004,"65–",82
"2156","needs assessment and service coordination team","Female",2004,"70–",58
"2157","needs assessment and service coordination team","Female",2004,"75–",28
"2158","needs assessment and service coordination team","Female",2004,"80–",32
"2159","needs assessment and service coordination team","Female",2004,"85+",13
"2160","needs assessment and service coordination team","Female",2004,"85+",18
"2161","specialist psychotherapy team","Male",2004,"0–",0
"2162","specialist psychotherapy team","Male",2004,"10–",14
"2163","specialist psychotherapy team","Male",2004,"15–",12
"2164","specialist psychotherapy team","Male",2004,"20–",9
"2165","specialist psychotherapy team","Male",2004,"25–",7
"2166","specialist psychotherapy team","Male",2004,"30–",10
"2167","specialist psychotherapy team","Male",2004,"35–",23
"2168","specialist psychotherapy team","Male",2004,"40–",18
"2169","specialist psychotherapy team","Male",2004,"40–",19
"2170","specialist psychotherapy team","Male",2004,"50–",15
"2171","specialist psychotherapy team","Male",2004,"60–",7
"2172","specialist psychotherapy team","Male",2004,"60–",9
"2173","specialist psychotherapy team","Male",2004,"65–",5
"2174","specialist psychotherapy team","Male",2004,"70–",2
"2175","specialist psychotherapy team","Male",2004,"75–",1
"2176","specialist psychotherapy team","Male",2004,"80–",0
"2177","specialist psychotherapy team","Male",2004,"85+",0
"2178","specialist psychotherapy team","Male",2004,"85+",0
"2179","specialist psychotherapy team","Female",2004,"0–",0
"2180","specialist psychotherapy team","Female",2004,"10–",3
"2181","specialist psychotherapy team","Female",2004,"15–",3
"2182","specialist psychotherapy team","Female",2004,"20–",11
"2183","specialist psychotherapy team","Female",2004,"25–",31
"2184","specialist psychotherapy team","Female",2004,"30–",29
"2185","specialist psychotherapy team","Female",2004,"35–",35
"2186","specialist psychotherapy team","Female",2004,"40–",35
"2187","specialist psychotherapy team","Female",2004,"40–",25
"2188","specialist psychotherapy team","Female",2004,"50–",20
"2189","specialist psychotherapy team","Female",2004,"60–",12
"2190","specialist psychotherapy team","Female",2004,"60–",6
"2191","specialist psychotherapy team","Female",2004,"65–",4
"2192","specialist psychotherapy team","Female",2004,"70–",0
"2193","specialist psychotherapy team","Female",2004,"75–",0
"2194","specialist psychotherapy team","Female",2004,"80–",0
"2195","specialist psychotherapy team","Female",2004,"85+",0
"2196","specialist psychotherapy team","Female",2004,"85+",0
"2197","children and youth, alcohol and drug services","Male",2004,"0–",0
"2198","children and youth, alcohol and drug services","Male",2004,"10–",0
"2199","children and youth, alcohol and drug services","Male",2004,"15–",11
"2200","children and youth, alcohol and drug services","Male",2004,"20–",36
"2201","children and youth, alcohol and drug services","Male",2004,"25–",0
"2202","children and youth, alcohol and drug services","Male",2004,"30–",1
"2203","children and youth, alcohol and drug services","Male",2004,"35–",1
"2204","children and youth, alcohol and drug services","Male",2004,"40–",0
"2205","children and youth, alcohol and drug services","Male",2004,"40–",0
"2206","children and youth, alcohol and drug services","Male",2004,"50–",0
"2207","children and youth, alcohol and drug services","Male",2004,"60–",0
"2208","children and youth, alcohol and drug services","Male",2004,"60–",0
"2209","children and youth, alcohol and drug services","Male",2004,"65–",0
"2210","children and youth, alcohol and drug services","Male",2004,"70–",0
"2211","children and youth, alcohol and drug services","Male",2004,"75–",0
"2212","children and youth, alcohol and drug services","Male",2004,"80–",0
"2213","children and youth, alcohol and drug services","Male",2004,"85+",0
"2214","children and youth, alcohol and drug services","Male",2004,"85+",0
"2215","children and youth, alcohol and drug services","Female",2004,"0–",0
"2216","children and youth, alcohol and drug services","Female",2004,"10–",0
"2217","children and youth, alcohol and drug services","Female",2004,"15–",6
"2218","children and youth, alcohol and drug services","Female",2004,"20–",15
"2219","children and youth, alcohol and drug services","Female",2004,"25–",0
"2220","children and youth, alcohol and drug services","Female",2004,"30–",0
"2221","children and youth, alcohol and drug services","Female",2004,"35–",0
"2222","children and youth, alcohol and drug services","Female",2004,"40–",0
"2223","children and youth, alcohol and drug services","Female",2004,"40–",0
"2224","children and youth, alcohol and drug services","Female",2004,"50–",0
"2225","children and youth, alcohol and drug services","Female",2004,"60–",0
"2226","children and youth, alcohol and drug services","Female",2004,"60–",0
"2227","children and youth, alcohol and drug services","Female",2004,"65–",0
"2228","children and youth, alcohol and drug services","Female",2004,"70–",0
"2229","children and youth, alcohol and drug services","Female",2004,"75–",0
"2230","children and youth, alcohol and drug services","Female",2004,"80–",0
"2231","children and youth, alcohol and drug services","Female",2004,"85+",0
"2232","children and youth, alcohol and drug services","Female",2004,"85+",0
"2233","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2004,"0–",0
"2234","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2004,"10–",16
"2235","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2004,"15–",12
"2236","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2004,"20–",20
"2237","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2004,"25–",0
"2238","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2004,"30–",0
"2239","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2004,"35–",0
"2240","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2004,"40–",0
"2241","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2004,"40–",0
"2242","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2004,"50–",0
"2243","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2004,"60–",0
"2244","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2004,"60–",0
"2245","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2004,"65–",0
"2246","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2004,"70–",0
"2247","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2004,"75–",0
"2248","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2004,"80–",0
"2249","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2004,"85+",0
"2250","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2004,"85+",0
"2251","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2004,"0–",0
"2252","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2004,"10–",0
"2253","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2004,"15–",22
"2254","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2004,"20–",15
"2255","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2004,"25–",0
"2256","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2004,"30–",0
"2257","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2004,"35–",0
"2258","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2004,"40–",0
"2259","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2004,"40–",0
"2260","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2004,"50–",0
"2261","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2004,"60–",0
"2262","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2004,"60–",0
"2263","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2004,"65–",0
"2264","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2004,"70–",0
"2265","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2004,"75–",0
"2266","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2004,"80–",0
"2267","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2004,"85+",0
"2268","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2004,"85+",0
"2269","other","Male",2004,"0–",1
"2270","other","Male",2004,"10–",0
"2271","other","Male",2004,"15–",4
"2272","other","Male",2004,"20–",22
"2273","other","Male",2004,"25–",31
"2274","other","Male",2004,"30–",22
"2275","other","Male",2004,"35–",31
"2276","other","Male",2004,"40–",19
"2277","other","Male",2004,"40–",37
"2278","other","Male",2004,"50–",32
"2279","other","Male",2004,"60–",23
"2280","other","Male",2004,"60–",27
"2281","other","Male",2004,"65–",23
"2282","other","Male",2004,"70–",18
"2283","other","Male",2004,"75–",27
"2284","other","Male",2004,"80–",35
"2285","other","Male",2004,"85+",25
"2286","other","Male",2004,"85+",33
"2287","other","Female",2004,"0–",0
"2288","other","Female",2004,"10–",0
"2289","other","Female",2004,"15–",10
"2290","other","Female",2004,"20–",60
"2291","other","Female",2004,"25–",56
"2292","other","Female",2004,"30–",48
"2293","other","Female",2004,"35–",71
"2294","other","Female",2004,"40–",55
"2295","other","Female",2004,"40–",34
"2296","other","Female",2004,"50–",35
"2297","other","Female",2004,"60–",33
"2298","other","Female",2004,"60–",32
"2299","other","Female",2004,"65–",20
"2300","other","Female",2004,"70–",23
"2301","other","Female",2004,"75–",31
"2302","other","Female",2004,"80–",43
"2303","other","Female",2004,"85+",41
"2304","other","Female",2004,"85+",44
"2305","inpatient team","Male",2005,"0–",3
"2306","inpatient team","Male",2005,"10–",0
"2307","inpatient team","Male",2005,"15–",4
"2308","inpatient team","Male",2005,"20–",233
"2309","inpatient team","Male",2005,"25–",633
"2310","inpatient team","Male",2005,"30–",612
"2311","inpatient team","Male",2005,"35–",651
"2312","inpatient team","Male",2005,"40–",538
"2313","inpatient team","Male",2005,"40–",472
"2314","inpatient team","Male",2005,"50–",371
"2315","inpatient team","Male",2005,"60–",267
"2316","inpatient team","Male",2005,"60–",182
"2317","inpatient team","Male",2005,"65–",119
"2318","inpatient team","Male",2005,"70–",71
"2319","inpatient team","Male",2005,"75–",35
"2320","inpatient team","Male",2005,"80–",23
"2321","inpatient team","Male",2005,"85+",19
"2322","inpatient team","Male",2005,"85+",4
"2323","inpatient team","Female",2005,"0–",2
"2324","inpatient team","Female",2005,"10–",0
"2325","inpatient team","Female",2005,"15–",11
"2326","inpatient team","Female",2005,"20–",186
"2327","inpatient team","Female",2005,"25–",337
"2328","inpatient team","Female",2005,"30–",355
"2329","inpatient team","Female",2005,"35–",514
